Delivery_person_Age,Delivery_person_Ratings,Vehicle_condition,multiple_deliveries,Time_taken(min),Order_Pickup_Time,Delivery_Distance (m),Ordered_month,Ordered_year,Ordered_time (mins),Weatherconditions_Fog,Weatherconditions_Sandstorms,Weatherconditions_Stormy,Weatherconditions_Sunny,Weatherconditions_Windy,Road_traffic_density_Jam ,Road_traffic_density_Low ,Road_traffic_density_Medium ,Type_of_order_Drinks ,Type_of_order_Meal ,Type_of_order_Snack ,Type_of_vehicle_motorcycle ,Type_of_vehicle_scooter ,Festival_Yes ,City_Semi-Urban ,City_Urban 
24.0,4.7,2.0,0.0,11,10.0,9348.112475389562,3,2022,1275,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1
26.0,4.5,1.0,0.0,10,5.0,9314.965469327513,3,2022,1165,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
31.0,4.9,1.0,1.0,18,15.0,4591.636071834256,3,2022,1060,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
36.0,4.4,0.0,0.0,54,5.0,10725.04264384306,3,2022,1315,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0
36.0,4.6,2.0,0.0,32,10.0,12161.069532201358,3,2022,1140,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
25.0,4.7,0.0,0.0,22,10.0,12464.390099643042,3,2022,1375,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
24.0,4.1,2.0,0.0,31,5.0,7448.560816474598,4,2022,1180,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
20.0,4.9,0.0,1.0,20,5.0,17138.295790539785,4,2022,1365,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0
35.0,4.1,0.0,1.0,44,10.0,12117.036432265502,3,2022,1150,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
38.0,4.7,1.0,1.0,31,15.0,9220.865975037841,3,2022,1260,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
37.0,4.3,1.0,0.0,39,5.0,11007.734763744616,3,2022,1045,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
39.0,4.6,1.0,1.0,28,10.0,16635.770753608573,3,2022,1380,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
22.0,4.8,0.0,1.0,24,5.0,16368.322472172089,2,2022,1110,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0
35.0,4.0,0.0,1.0,28,10.0,1572.533729286321,3,2022,635,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
34.0,4.5,0.0,1.0,40,5.0,11719.471817434323,2,2022,1065,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
27.0,5.0,2.0,1.0,28,15.0,16902.051800243928,3,2022,1415,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
36.0,4.8,0.0,0.0,52,10.0,10757.499697083244,3,2022,1275,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
21.0,2.9,1.0,0.0,40,15.0,10586.595268060286,3,2022,1415,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
31.0,4.1,0.0,1.0,32,5.0,4656.6490280657945,3,2022,1270,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
22.0,4.8,0.0,1.0,22,5.0,7546.670729116101,3,2022,1160,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
32.0,4.8,0.0,1.0,25,10.0,7862.668167410368,3,2022,1405,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
26.0,4.6,0.0,1.0,43,10.0,16638.59018321037,3,2022,1060,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
37.0,4.8,2.0,0.0,15,5.0,9074.34222926449,4,2022,1400,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
29.0,4.8,0.0,0.0,18,15.0,3059.7099613184355,3,2022,565,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
39.0,4.7,2.0,1.0,24,5.0,7763.1027847271425,3,2022,1395,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
38.0,4.7,1.0,1.0,33,15.0,7790.401204068507,3,2022,1225,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
23.0,4.9,0.0,1.0,29,10.0,19658.727827948922,3,2022,1390,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
25.0,4.9,2.0,1.0,17,5.0,1498.1517843346028,2,2022,595,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1
24.0,4.7,2.0,0.0,36,10.0,11917.680464391146,3,2022,1310,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
38.0,4.0,0.0,1.0,32,5.0,1489.7806686912982,4,2022,565,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
36.0,4.9,2.0,0.0,15,5.0,13828.140500409721,3,2022,1380,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
32.0,4.1,0.0,1.0,42,10.0,9192.333207689475,4,2022,1285,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
32.0,4.0,2.0,2.0,37,15.0,6081.387490813416,4,2022,850,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
39.0,4.6,2.0,1.0,22,10.0,10757.168277315146,3,2022,1400,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
35.0,4.8,0.0,1.0,21,5.0,1490.1538808207615,3,2022,570,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
35.0,4.9,2.0,1.0,31,5.0,5958.820916622007,3,2022,740,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
32.0,4.9,2.0,0.0,21,5.0,13184.91228608386,2,2022,1090,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
28.0,5.0,0.0,1.0,22,10.0,20285.370057703716,2,2022,1405,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
24.0,4.9,2.0,1.0,26,15.0,16852.24197264578,4,2022,1370,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
36.0,4.9,2.0,1.0,45,5.0,17078.665498349437,3,2022,1150,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
20.0,4.6,1.0,0.0,18,5.0,8937.919334801594,3,2022,1345,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1
21.0,4.6,2.0,0.0,21,15.0,1526.394624358336,2,2022,705,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
37.0,4.4,1.0,1.0,32,15.0,7761.199672759851,3,2022,1200,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
27.0,4.9,1.0,0.0,15,10.0,7573.462889023675,3,2022,1400,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
24.0,4.6,0.0,1.0,24,15.0,4476.514374571237,2,2022,1100,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1
23.0,4.6,2.0,1.0,16,5.0,9435.201537430714,3,2022,1140,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
26.0,4.6,0.0,1.0,23,10.0,12420.59924680664,3,2022,1400,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
24.0,4.9,0.0,3.0,49,15.0,10867.476143445907,3,2022,1290,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
36.0,4.6,2.0,0.0,19,10.0,7862.668167410368,4,2022,1065,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
20.0,4.2,2.0,1.0,35,5.0,16834.090663220748,4,2022,1260,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
29.0,4.6,0.0,1.0,26,5.0,4469.166522803337,3,2022,1150,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1
36.0,4.9,0.0,1.0,21,10.0,13611.254468563875,4,2022,1435,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
34.0,4.7,0.0,1.0,36,5.0,20181.25982649362,3,2022,1115,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
21.0,4.9,1.0,1.0,34,10.0,14152.80068944862,3,2022,1220,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
20.0,4.7,0.0,1.0,28,5.0,6037.605711784207,3,2022,970,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
36.0,4.6,0.0,1.0,31,10.0,4610.613705052655,3,2022,1065,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
33.0,4.2,1.0,1.0,32,5.0,19617.57374444313,3,2022,1075,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
35.0,4.6,0.0,1.0,28,5.0,6147.073151032162,3,2022,930,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
21.0,4.7,2.0,1.0,29,5.0,19910.592397095163,3,2022,1125,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1
20.0,4.5,1.0,0.0,12,5.0,6051.989448511275,3,2022,825,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
31.0,4.0,0.0,0.0,31,10.0,9220.397882984718,3,2022,1380,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
37.0,4.5,1.0,1.0,17,10.0,13989.249784535354,3,2022,1340,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
36.0,4.9,2.0,1.0,19,5.0,3145.067434621583,2,2022,620,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
30.0,4.1,0.0,1.0,36,15.0,4610.367445745056,3,2022,1125,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1
20.0,4.6,2.0,1.0,10,10.0,4674.295333360666,4,2022,1355,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
21.0,4.6,1.0,1.0,10,10.0,1572.533729286321,2,2022,550,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
29.0,4.8,2.0,1.0,33,10.0,2976.5873017465115,2,2022,670,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
28.0,4.6,0.0,1.0,28,10.0,9348.433430020536,3,2022,1100,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
26.0,4.1,0.0,0.0,32,10.0,12417.550916012397,3,2022,1210,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
21.0,4.7,1.0,0.0,13,5.0,4560.783589287685,3,2022,1285,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
30.0,4.8,2.0,1.0,25,10.0,6210.106489026998,3,2022,825,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
28.0,4.9,2.0,0.0,28,10.0,10865.776701899678,3,2022,1110,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
26.0,4.8,2.0,1.0,16,5.0,13581.198240269066,4,2022,1340,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1
21.0,4.8,2.0,1.0,18,10.0,3105.492716560946,3,2022,490,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
36.0,4.5,1.0,0.0,15,10.0,3145.067434621583,4,2022,635,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
36.0,4.7,0.0,1.0,29,10.0,9157.67304259452,2,2022,1080,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
38.0,4.1,0.0,1.0,33,15.0,12419.649807727563,3,2022,1055,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
32.0,4.8,2.0,1.0,27,10.0,7862.668167410368,3,2022,1280,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
28.0,4.9,2.0,1.0,15,10.0,10444.437629135968,2,2022,1420,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1
39.0,4.8,0.0,1.0,26,15.0,3116.17292179438,3,2022,645,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0
22.0,4.8,1.0,0.0,14,10.0,3064.6598407974866,3,2022,570,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
25.0,4.8,0.0,1.0,22,10.0,6290.13467763468,2,2022,875,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
22.0,4.7,0.0,0.0,22,10.0,4717.601092054723,3,2022,1315,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
21.0,4.7,2.0,0.0,17,5.0,4537.5713501807095,3,2022,1425,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
32.0,4.7,0.0,3.0,45,10.0,14022.182614282947,3,2022,1320,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
26.0,4.9,2.0,0.0,19,5.0,12292.885177860324,4,2022,1170,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
23.0,4.9,1.0,1.0,29,10.0,19761.711761320337,3,2022,1430,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
21.0,5.0,1.0,1.0,10,15.0,6118.745338337485,3,2022,920,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
27.0,4.6,1.0,0.0,19,10.0,12099.122314389793,3,2022,1340,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1
31.0,4.3,1.0,0.0,34,5.0,7763.504337468627,3,2022,1220,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
20.0,4.8,0.0,0.0,22,5.0,14152.80068944862,2,2022,1380,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
20.0,4.8,0.0,0.0,24,5.0,3121.2067439862644,2,2022,645,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
29.0,4.8,0.0,2.0,43,15.0,12255.014344807829,3,2022,1285,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
33.0,4.7,1.0,1.0,23,5.0,6037.529176542176,4,2022,800,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
35.0,4.4,0.0,1.0,32,15.0,9087.720328091445,3,2022,1140,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
25.0,4.7,1.0,0.0,19,10.0,16849.904095492624,3,2022,1400,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1
30.0,4.9,0.0,1.0,37,15.0,12243.495934752103,3,2022,1275,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
22.0,4.2,2.0,1.0,34,5.0,12255.817809722814,3,2022,1175,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
30.0,4.0,1.0,1.0,35,10.0,20182.634488293672,3,2022,1285,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
38.0,4.6,0.0,0.0,24,10.0,7683.332672259472,3,2022,1305,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
34.0,4.3,0.0,2.0,51,10.0,12580.267822400963,2,2022,1260,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
36.0,4.8,2.0,1.0,32,10.0,4561.152341209805,3,2022,1260,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
32.0,4.6,2.0,0.0,15,10.0,10756.990051436132,4,2022,1390,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
28.0,4.9,2.0,2.0,33,5.0,9121.499067661924,3,2022,1195,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
32.0,3.6,1.0,1.0,35,5.0,17078.02907027328,3,2022,1390,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
35.0,4.3,2.0,1.0,37,5.0,12434.585525064866,3,2022,1315,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0
35.0,4.7,2.0,1.0,20,15.0,3073.563962914733,3,2022,645,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
26.0,4.9,2.0,1.0,22,15.0,13588.908817419535,2,2022,1200,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
24.0,4.7,0.0,0.0,24,15.0,17097.972349714004,3,2022,1435,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
21.0,4.8,0.0,1.0,30,10.0,14152.80068944862,2,2022,1285,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
39.0,4.4,1.0,2.0,43,5.0,17137.414711878984,3,2022,1300,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
32.0,4.4,0.0,1.0,43,5.0,16787.776250726907,2,2022,1255,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
23.0,4.8,1.0,0.0,18,15.0,1509.4795212271722,3,2022,640,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
32.0,4.8,2.0,1.0,26,5.0,1465.122557159026,2,2022,700,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.0,5.0,2.0,0.0,15,5.0,4528.158738548494,3,2022,1400,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
30.0,5.0,2.0,0.0,19,15.0,17077.999100718276,3,2022,1425,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
28.0,4.8,2.0,0.0,26,5.0,17098.75410817548,3,2022,1375,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
39.0,4.2,2.0,0.0,31,10.0,10602.589325657691,3,2022,1055,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
22.0,4.6,2.0,1.0,19,15.0,3105.1455399287056,3,2022,630,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0
31.0,4.1,2.0,0.0,40,10.0,13583.267699065033,3,2022,1210,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
25.0,4.7,0.0,0.0,24,15.0,10866.360907886408,4,2022,1060,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
33.0,4.6,2.0,1.0,28,15.0,13405.918573024546,3,2022,1380,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
37.0,4.6,1.0,0.0,38,10.0,16721.15728076054,4,2022,1235,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1
35.0,4.9,0.0,1.0,49,15.0,12256.321133212228,3,2022,1225,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
21.0,4.5,1.0,0.0,28,15.0,13972.751063504558,3,2022,1425,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
34.0,4.8,2.0,0.0,19,15.0,7683.744768651734,3,2022,1355,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
26.0,4.7,1.0,1.0,16,5.0,13406.355455305591,3,2022,1240,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
33.0,4.2,0.0,1.0,31,5.0,1532.2015943257513,3,2022,620,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
31.0,4.4,2.0,1.0,38,5.0,10868.244074540835,3,2022,1190,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
35.0,4.3,0.0,1.0,24,10.0,8937.806252924873,4,2022,1390,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
31.0,4.9,0.0,0.0,33,10.0,4632.302885852554,2,2022,1155,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
38.0,4.5,0.0,0.0,27,10.0,7683.556858430526,4,2022,1035,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
23.0,4.5,0.0,1.0,16,15.0,16721.29600980331,3,2022,1050,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
38.0,4.7,2.0,1.0,29,10.0,3105.5339788849824,3,2022,530,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
27.0,4.9,1.0,1.0,24,10.0,6232.3417546088585,3,2022,865,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
37.0,4.6,2.0,1.0,28,15.0,6050.5511524628755,3,2022,880,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
23.0,4.1,0.0,1.0,31,10.0,13787.603106955783,3,2022,1215,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
26.0,4.7,0.0,1.0,27,5.0,20182.068898087746,3,2022,1275,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0
31.0,4.8,0.0,0.0,22,5.0,1572.533729286321,4,2022,580,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
39.0,4.8,0.0,1.0,26,5.0,7790.125828454115,3,2022,1405,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
32.0,4.8,2.0,1.0,19,15.0,20442.92976252901,3,2022,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0
39.0,4.7,0.0,1.0,46,10.0,13406.47565433019,3,2022,1080,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
27.0,4.9,1.0,0.0,25,10.0,20286.87664533693,2,2022,1030,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1
27.0,4.6,0.0,0.0,18,10.0,1512.714085470432,4,2022,535,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1
37.0,4.5,0.0,0.0,29,15.0,4587.356404161673,3,2022,1170,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
34.0,5.0,0.0,1.0,29,5.0,3029.5246341921643,3,2022,650,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
26.0,4.7,1.0,0.0,11,15.0,13621.222329903818,2,2022,1375,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
31.0,4.8,2.0,1.0,31,5.0,16152.44656587318,2,2022,1135,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
24.0,4.2,1.0,0.0,33,15.0,13830.084721845327,3,2022,1200,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
30.0,4.7,0.0,1.0,28,5.0,14021.812013196106,3,2022,1435,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
20.0,4.9,1.0,1.0,42,15.0,17073.95729139767,4,2022,1225,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
22.0,4.6,0.0,1.0,23,5.0,7761.498257466441,3,2022,1190,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1
33.0,4.9,2.0,1.0,25,10.0,12435.68904742551,4,2022,1350,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
27.0,4.9,1.0,1.0,21,10.0,20851.57880964364,3,2022,1380,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
30.0,4.9,0.0,1.0,33,15.0,7719.304592034618,2,2022,1290,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
38.0,4.1,1.0,0.0,37,10.0,10427.225702895106,3,2022,1105,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
25.0,4.7,0.0,0.0,16,15.0,9190.403105302441,3,2022,1060,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
23.0,4.9,1.0,0.0,13,10.0,1552.3012503298028,3,2022,600,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
29.0,4.3,2.0,1.0,38,15.0,16902.955539488972,3,2022,1220,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
20.0,4.6,0.0,2.0,43,5.0,17099.225478912438,3,2022,1115,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
22.0,4.2,0.0,1.0,17,5.0,9088.011034370515,3,2022,1360,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0
23.0,4.9,2.0,1.0,28,15.0,13406.355455305591,3,2022,1080,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
21.0,4.8,1.0,1.0,27,5.0,19343.61063214718,2,2022,1280,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
24.0,4.1,0.0,1.0,29,10.0,7761.726486394523,3,2022,1340,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
25.0,4.7,1.0,1.0,15,15.0,7760.9281466850425,3,2022,1280,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
35.0,4.5,2.0,1.0,29,10.0,10867.352908691128,4,2022,1035,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
34.0,4.8,2.0,1.0,26,10.0,7562.4788904523175,4,2022,1315,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0
38.0,4.9,0.0,2.0,35,10.0,11007.734763744616,3,2022,1320,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0
25.0,5.0,0.0,0.0,18,15.0,16383.856071848078,4,2022,1400,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0
20.0,4.9,2.0,1.0,13,15.0,4658.19360783491,3,2022,1370,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
38.0,4.9,0.0,1.0,30,10.0,9271.888389475569,2,2022,1045,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
35.0,4.8,2.0,0.0,17,5.0,7763.161028493024,3,2022,1435,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
36.0,4.8,1.0,1.0,24,15.0,13765.756924309539,3,2022,1090,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
20.0,4.8,2.0,0.0,13,15.0,3116.140781291518,3,2022,625,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
28.0,4.7,0.0,0.0,20,15.0,16827.472773146095,3,2022,1335,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
24.0,4.5,2.0,1.0,27,10.0,13762.097103297643,4,2022,1075,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
26.0,4.6,0.0,0.0,17,5.0,6179.330887543313,2,2022,775,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
35.0,4.6,1.0,1.0,26,5.0,20179.033324548767,3,2022,1165,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
25.0,4.7,1.0,0.0,15,5.0,7648.557947935138,3,2022,1110,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
34.0,4.8,2.0,1.0,17,10.0,9191.51681625338,3,2022,1270,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
28.0,5.0,0.0,0.0,15,15.0,12233.23999505325,3,2022,1030,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
20.0,4.6,0.0,0.0,18,5.0,4717.601092054723,2,2022,1110,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
21.0,4.0,0.0,1.0,23,15.0,1552.5809531926802,4,2022,555,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0
36.0,4.8,1.0,0.0,18,10.0,1512.6859754657423,3,2022,620,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
39.0,5.0,1.0,2.0,39,15.0,13830.756172608513,3,2022,1315,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
26.0,4.5,0.0,0.0,15,5.0,20252.967850083056,4,2022,1110,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1
25.0,4.6,2.0,1.0,28,15.0,9074.37751153265,3,2022,1180,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
22.0,5.0,0.0,0.0,15,5.0,6037.116126732456,3,2022,745,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
27.0,4.2,0.0,1.0,31,15.0,12074.114327172765,3,2022,1275,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
27.0,4.9,1.0,1.0,17,5.0,11007.734763744616,2,2022,1230,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
36.0,4.6,2.0,1.0,17,5.0,9087.972744661085,4,2022,1400,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
21.0,4.7,2.0,0.0,26,5.0,6210.618493121404,4,2022,1010,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
34.0,5.0,2.0,1.0,18,5.0,1509.439424217718,3,2022,490,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
34.0,4.7,0.0,1.0,35,5.0,11936.65570666869,2,2022,1260,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
31.0,4.5,2.0,1.0,39,15.0,17297.86575291325,3,2022,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
35.0,4.6,2.0,1.0,33,15.0,6175.28357530834,2,2022,875,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
