Delivery_person_Age,Delivery_person_Ratings,Weatherconditions,Road_traffic_density,Vehicle_condition,multiple_deliveries,Festival,Time_taken(min),Delivery_Distance (m),Ordered_time (mins)
34.0,5.0,Fog,Medium ,1.0,1.0,No ,15,6080.8882526098205,930
35.0,4.5,Windy,Low ,2.0,1.0,No ,26,3109.1344143312867,505
34.0,3.8,Sandstorms,Jam ,2.0,1.0,Yes ,40,10587.773645836049,1165
23.0,4.7,Windy,Medium ,1.0,1.0,No ,28,7862.668167410368,1140
27.0,4.8,Stormy,Medium ,2.0,0.0,No ,21,20179.18820668875,1080
30.0,4.3,Sunny,Jam ,0.0,2.0,No ,43,16388.478196037882,1235
28.0,4.6,Stormy,High ,1.0,0.0,No ,21,6081.1421877460125,805
28.0,4.8,Fog,Medium ,1.0,0.0,No ,19,6290.13467763468,980
21.0,4.4,Fog,Jam ,1.0,1.0,No ,33,13830.779932927064,1315
29.0,4.8,Fog,Medium ,1.0,0.0,No ,17,6036.244196933988,960
27.0,4.3,Sandstorms,Low ,0.0,1.0,No ,16,1552.5722988574742,625
39.0,4.7,Cloudy,High ,0.0,0.0,No ,28,1552.7001159059903,720
33.0,4.6,Windy,Low ,1.0,0.0,No ,28,10602.589325657691,1425
37.0,4.5,Sunny,Medium ,1.0,0.0,No ,22,9075.34450196205,1055
29.0,4.5,Stormy,Low ,0.0,0.0,No ,15,3105.3698909086684,640
30.0,4.7,Sandstorms,Medium ,2.0,1.0,No ,30,4596.926091184748,1080
25.0,4.7,Sunny,Jam ,2.0,1.0,No ,18,8987.909568291434,1200
28.0,4.8,Stormy,Jam ,0.0,1.0,No ,36,9075.228438646323,1315
25.0,4.8,Windy,High ,1.0,1.0,No ,26,1572.533729286321,705
33.0,4.6,Cloudy,Jam ,1.0,1.0,No ,30,7439.850531565516,1180
25.0,4.7,Sunny,Medium ,0.0,1.0,No ,23,4658.009301231346,1115
20.0,4.8,Fog,Low ,1.0,1.0,No ,14,7562.267471532845,1410
37.0,4.7,Stormy,High ,1.0,1.0,No ,26,6217.860329667254,815
28.0,4.6,Stormy,Low ,1.0,0.0,No ,16,3109.096155702646,615
21.0,4.8,Windy,Jam ,0.0,1.0,No ,31,19364.27479298585,1270
38.0,4.7,Fog,Jam ,0.0,1.0,No ,41,13989.849710371469,1300
22.0,4.9,Fog,High ,2.0,1.0,No ,33,1554.5020843140126,690
27.0,4.6,Fog,Medium ,0.0,0.0,No ,27,6210.6053640965965,960
22.0,4.6,Sandstorms,Jam ,2.0,0.0,No ,17,7562.4788904523175,1185
36.0,4.2,Sandstorms,Jam ,0.0,1.0,No ,37,4596.543327364382,1210
21.0,5.0,Sunny,Medium ,2.0,0.0,No ,11,5958.771662511523,1015
29.0,4.9,Sunny,Medium ,2.0,0.0,No ,15,9220.209378254709,1130
22.0,4.3,Cloudy,Jam ,2.0,1.0,No ,42,10867.421265092351,1180
29.0,4.6,Stormy,High ,0.0,1.0,No ,16,1560.6716526489483,705
29.0,4.7,Cloudy,Jam ,0.0,1.0,No ,22,4717.601092054723,1185
21.0,4.7,Sandstorms,Jam ,1.0,0.0,No ,22,4590.769055748738,1235
32.0,3.8,Stormy,Jam ,1.0,0.0,No ,38,20851.54468962371,1285
30.0,3.5,Stormy,Jam ,2.0,2.0,No ,40,12162.424445777306,1225
22.0,4.1,Sandstorms,Medium ,0.0,1.0,No ,33,19975.632175541916,1045
34.0,4.9,Sunny,Medium ,1.0,0.0,No ,20,12237.791615217147,1095
39.0,5.0,Sunny,Jam ,0.0,0.0,No ,26,7601.385733164932,1285
36.0,4.8,Stormy,High ,2.0,0.0,No ,26,6210.946741810896,820
25.0,4.7,Fog,Low ,2.0,1.0,No ,24,16385.802266862793,1375
25.0,2.5,Sunny,Low ,1.0,0.0,No ,34,10868.2628201097,1380
33.0,4.6,Sunny,Jam ,1.0,1.0,No ,19,4632.460137276303,1190
25.0,4.6,Sunny,High ,2.0,0.0,No ,13,1552.55331684981,680
33.0,4.5,Stormy,Medium ,2.0,0.0,No ,25,19915.58571344329,1065
21.0,4.5,Fog,Low ,0.0,1.0,No ,19,3040.5548217970327,635
38.0,4.8,Cloudy,Jam ,1.0,1.0,No ,29,9121.51922589512,1245
34.0,4.4,Sandstorms,Low ,0.0,1.0,No ,25,3116.1423837882567,610
32.0,3.9,Stormy,Jam ,2.0,0.0,No ,37,16636.87991359242,1320
24.0,4.5,Windy,Low ,1.0,0.0,No ,17,14152.80068944862,1370
23.0,4.1,Windy,Low ,0.0,0.0,No ,21,4663.566689152146,1395
20.0,4.5,Fog,Jam ,0.0,1.0,No ,22,4589.499486380356,1160
34.0,4.3,Sandstorms,Low ,0.0,1.0,No ,34,1489.7343062370803,490
39.0,4.8,Cloudy,High ,0.0,1.0,No ,34,1536.9139896079703,675
30.0,4.5,Sunny,Medium ,2.0,1.0,No ,19,6036.610249816451,1020
20.0,4.8,Sandstorms,Low ,1.0,0.0,No ,11,16902.90152749197,1360
33.0,4.8,Fog,Low ,2.0,1.0,No ,15,3073.202406261182,520
31.0,4.9,Sandstorms,High ,0.0,1.0,No ,34,6290.13467763468,755
27.0,4.7,Sunny,Low ,0.0,0.0,No ,13,3116.248509790061,655
38.0,4.2,Stormy,Medium ,2.0,0.0,No ,31,4609.743188391016,1090
30.0,4.8,Cloudy,Low ,2.0,0.0,No ,15,4537.647566708253,1400
27.0,4.6,Cloudy,Low ,0.0,1.0,No ,19,1536.829311966258,550
38.0,4.1,Stormy,Low ,0.0,1.0,No ,23,7546.817179242812,1340
29.0,4.1,Windy,Low ,0.0,1.0,No ,22,1530.3005968363893,530
38.0,4.5,Fog,Medium ,2.0,0.0,No ,19,9175.565157006737,1045
31.0,4.6,Sunny,Jam ,2.0,0.0,No ,16,7573.429885020108,1245
34.0,4.6,Sandstorms,Jam ,0.0,1.0,No ,39,4537.905323142913,1285
33.0,4.7,Cloudy,Low ,2.0,1.0,No ,18,7601.027931404884,1370
30.0,4.6,Stormy,Low ,0.0,1.0,No ,21,19688.40740892438,1400
37.0,4.7,Cloudy,Medium ,1.0,0.0,No ,44,10586.824027282613,1110
31.0,3.7,Cloudy,Low ,1.0,0.0,No ,37,19975.916923135388,1375
35.0,4.7,Cloudy,Medium ,1.0,1.0,No ,19,7601.874226722029,1065
21.0,4.9,Sandstorms,Jam ,0.0,1.0,No ,28,9121.036990826917,1220
33.0,4.3,Windy,Jam ,2.0,0.0,No ,34,9121.036990826917,1185
28.0,4.8,Windy,Medium ,1.0,1.0,No ,15,16601.433047701194,1125
32.0,5.0,Stormy,Medium ,1.0,0.0,No ,28,7489.980958999069,1050
37.0,4.8,Sunny,High ,2.0,1.0,No ,20,1512.6859754657423,715
29.0,4.6,Fog,Low ,1.0,0.0,No ,16,3040.7893988053884,635
34.0,4.8,Fog,Low ,0.0,1.0,No ,26,3087.924681704674,620
25.0,4.8,Stormy,Jam ,1.0,1.0,No ,26,20253.7483868381,1210
36.0,4.5,Stormy,Low ,1.0,1.0,No ,28,1509.467584367178,515
35.0,4.9,Cloudy,Medium ,1.0,1.0,No ,15,5962.202685727718,980
25.0,4.6,Windy,Medium ,0.0,0.0,No ,23,11914.594077317577,1080
26.0,4.8,Sunny,Medium ,2.0,1.0,No ,13,16983.37459390442,1125
39.0,4.6,Windy,Low ,2.0,1.0,No ,27,9363.795317587472,0
24.0,5.0,Windy,Jam ,2.0,1.0,No ,19,10725.453068738938,1180
37.0,4.5,Sunny,Low ,0.0,1.0,No ,21,4674.33301643506,1390
39.0,5.0,Sandstorms,Medium ,2.0,1.0,No ,25,4544.215521132343,1140
37.0,3.9,Stormy,Jam ,1.0,1.0,No ,40,10564.405615161895,1255
29.0,4.5,Fog,High ,1.0,0.0,No ,22,2996.242544880338,675
20.0,4.7,Sandstorms,Medium ,1.0,1.0,No ,20,13969.760212954796,1100
38.0,3.5,Sandstorms,Medium ,2.0,2.0,No ,33,20253.459166411547,1140
38.0,4.4,Fog,Medium ,2.0,0.0,No ,31,20178.267239099554,1045
25.0,4.6,Stormy,Jam ,2.0,0.0,No ,16,4657.159718107683,1315
36.0,4.5,Stormy,Low ,0.0,1.0,No ,20,14152.80068944862,1430
34.0,4.7,Cloudy,High ,1.0,2.0,No ,39,6058.876303739157,850
31.0,5.0,Stormy,Medium ,0.0,1.0,No ,36,13580.373876280879,1070
26.0,5.0,Fog,Medium ,2.0,1.0,No ,27,10924.201728205113,1045
39.0,4.9,Sunny,Low ,0.0,0.0,No ,24,1520.369481743939,585
37.0,4.1,Sunny,Jam ,0.0,1.0,No ,36,16385.047886584576,1155
39.0,4.1,Sandstorms,Jam ,1.0,0.0,No ,32,17076.492495612452,1230
33.0,5.0,Fog,Medium ,1.0,0.0,No ,30,12116.905670047105,1110
27.0,4.9,Sandstorms,Low ,1.0,1.0,No ,16,13971.881683316302,1370
23.0,4.1,Fog,Jam ,2.0,1.0,No ,32,10564.981870374335,1260
29.0,4.4,Cloudy,Jam ,2.0,1.0,No ,34,19688.308620509062,1185
28.0,4.9,Sunny,Low ,2.0,0.0,No ,23,8810.418322295613,1410
21.0,5.0,Sunny,Low ,0.0,0.0,No ,15,1532.026022734191,495
36.0,4.8,Stormy,Low ,2.0,0.0,No ,28,1532.1262845594088,585
29.0,4.7,Sandstorms,Jam ,2.0,1.0,No ,21,7601.80033473793,1280
36.0,4.7,Sandstorms,Low ,0.0,0.0,No ,29,13581.198240269066,1370
30.0,4.7,Sunny,High ,1.0,0.0,No ,15,1552.6496306637073,685
29.0,4.9,Stormy,Low ,2.0,0.0,No ,18,13768.718508386595,1350
34.0,4.1,Sandstorms,Jam ,1.0,1.0,No ,41,17297.86575291325,1215
37.0,4.9,Cloudy,Medium ,0.0,1.0,No ,36,20863.62506156607,1050
26.0,4.7,Fog,Jam ,0.0,1.0,No ,47,12256.927745913816,1200
38.0,4.6,Windy,Medium ,1.0,1.0,No ,30,16981.273352034757,1045
23.0,4.6,Fog,Low ,2.0,1.0,No ,22,17097.52652782741,1410
32.0,4.8,Sunny,Medium ,0.0,0.0,No ,28,9363.935309152732,1060
20.0,4.9,Cloudy,Medium ,2.0,1.0,No ,27,17073.62495419754,1075
32.0,4.7,Sandstorms,Jam ,0.0,1.0,No ,37,13735.905815379881,1165
37.0,4.0,Stormy,Jam ,0.0,3.0,No ,49,12580.267822400963,1160
25.0,4.7,Windy,Jam ,1.0,0.0,No ,14,4674.143698976441,1295
39.0,5.0,Fog,High ,0.0,0.0,No ,31,6290.13467763468,765
33.0,4.9,Fog,High ,2.0,0.0,No ,29,6081.091813811516,855
20.0,5.0,Sandstorms,Medium ,2.0,1.0,No ,28,14022.096082518878,1090
30.0,5.0,Windy,Medium ,2.0,0.0,No ,21,16903.843893839563,1075
27.0,4.9,Sunny,Medium ,1.0,0.0,No ,19,19618.739348801017,1055
31.0,4.7,Sunny,Medium ,2.0,1.0,No ,18,9435.201537430714,1140
33.0,4.9,Fog,Jam ,0.0,3.0,No ,48,20852.27883430363,1290
32.0,4.3,Windy,Jam ,0.0,1.0,Yes ,43,9220.865975037841,1295
28.0,4.6,Fog,Low ,1.0,1.0,No ,25,20253.75174504926,1390
36.0,4.8,Sunny,Medium ,1.0,1.0,No ,18,6081.596950437154,910
24.0,4.9,Sandstorms,Jam ,0.0,0.0,No ,21,7660.678233235288,1195
27.0,4.5,Fog,Medium ,1.0,1.0,No ,16,6290.13467763468,1010
34.0,4.7,Stormy,Medium ,2.0,1.0,No ,25,9271.888389475569,1130
28.0,4.8,Sandstorms,Low ,1.0,0.0,No ,14,1468.8455357648884,635
21.0,4.7,Sandstorms,Low ,2.0,1.0,No ,13,1512.6978119717678,565
27.0,4.7,Stormy,Jam ,0.0,1.0,No ,27,10642.292301678437,1185
30.0,3.7,Sandstorms,Jam ,1.0,1.0,No ,32,13973.206773137714,1160
27.0,4.5,Fog,Jam ,1.0,0.0,No ,26,7600.994631258685,1305
30.0,4.1,Sandstorms,Jam ,1.0,1.0,No ,34,8937.78855767818,1190
26.0,4.8,Sunny,Medium ,2.0,0.0,No ,19,19975.808791439344,1065
38.0,4.3,Stormy,Low ,0.0,1.0,No ,28,1552.5629397903203,585
21.0,4.7,Sunny,Low ,1.0,0.0,No ,18,1520.4186010643505,660
37.0,4.6,Sunny,Low ,1.0,1.0,No ,29,17098.467518755893,1365
25.0,4.9,Sandstorms,Low ,2.0,1.0,No ,15,4717.601092054723,1395
23.0,5.0,Stormy,Low ,1.0,0.0,No ,13,4674.31885403065,1420
38.0,5.0,Fog,High ,1.0,1.0,No ,25,1512.58476857938,700
25.0,5.0,Windy,High ,0.0,1.0,No ,25,3018.8687420087144,720
30.0,5.0,Sunny,Low ,1.0,0.0,No ,19,7790.42498486729,1395
34.0,5.0,Windy,Jam ,2.0,1.0,No ,26,19975.642174489847,1275
27.0,5.0,Cloudy,Jam ,0.0,1.0,No ,37,20253.058591951758,1200
25.0,4.2,Sunny,Jam ,0.0,2.0,Yes ,50,4540.574388731295,1305
30.0,4.4,Fog,Jam ,1.0,0.0,No ,43,17165.915031052962,1315
20.0,4.8,Cloudy,Medium ,0.0,0.0,No ,37,12351.979249500318,1135
32.0,4.7,Windy,Low ,1.0,1.0,No ,27,4560.961191343599,1375
37.0,4.8,Cloudy,Medium ,1.0,1.0,No ,31,13405.918573024546,1065
34.0,4.5,Windy,Low ,0.0,1.0,No ,25,1558.0739318105786,500
21.0,4.7,Fog,Medium ,0.0,1.0,No ,27,7761.779919073713,1135
31.0,4.2,Windy,Low ,0.0,0.0,No ,31,4674.266565274251,1425
33.0,4.9,Sandstorms,High ,2.0,1.0,No ,26,6049.956259946466,895
31.0,5.0,Sunny,High ,0.0,0.0,No ,29,6290.13467763468,790
30.0,4.8,Sandstorms,Low ,1.0,1.0,No ,24,1552.3457381463397,585
27.0,4.8,Windy,High ,1.0,1.0,No ,26,3060.5577730407576,685
38.0,4.9,Sunny,Low ,1.0,0.0,No ,11,3018.7008024382194,640
36.0,5.0,Cloudy,Low ,1.0,0.0,No ,18,3058.950642133055,645
21.0,4.9,Windy,Medium ,2.0,1.0,No ,24,17297.86575291325,1080
33.0,5.0,Windy,Jam ,0.0,3.0,No ,48,12292.599798532463,1180
34.0,4.8,Sunny,Jam ,0.0,1.0,No ,23,4717.601092054723,1285
20.0,4.9,Windy,High ,1.0,0.0,No ,15,1572.533729286321,670
29.0,4.7,Stormy,Low ,2.0,1.0,No ,11,12484.534174548964,1340
21.0,4.6,Windy,Low ,0.0,1.0,No ,18,20287.264795753716,1405
28.0,4.6,Fog,Jam ,0.0,1.0,No ,21,9193.021332844553,1210
28.0,4.8,Cloudy,Low ,2.0,1.0,No ,25,6757764.432902263,1405
32.0,4.8,Cloudy,Jam ,0.0,1.0,No ,53,16903.050893204163,1175
20.0,4.9,Stormy,Jam ,1.0,1.0,No ,15,13631.29313218813,1185
32.0,4.8,Sandstorms,Medium ,1.0,0.0,No ,26,7683.177078354373,1035
38.0,4.3,Cloudy,Medium ,2.0,0.0,No ,34,10723.264172167632,1080
37.0,4.0,Windy,Medium ,0.0,1.0,Yes ,39,19910.592397095163,1030
24.0,5.0,Cloudy,Jam ,2.0,0.0,No ,43,20286.681033200195,1295
20.0,4.6,Sandstorms,Jam ,2.0,1.0,No ,22,13765.934616154562,1235
20.0,4.3,Windy,Low ,0.0,1.0,No ,20,7545.632353879069,1420
28.0,4.9,Sandstorms,Low ,1.0,1.0,No ,11,19879.870677373707,1425
24.0,4.6,Windy,Low ,2.0,1.0,No ,15,1512.5976112065025,495
36.0,4.8,Stormy,Medium ,1.0,0.0,No ,27,16114.084227696687,1090
22.0,4.7,Windy,Medium ,0.0,1.0,No ,18,6232.3920207909005,1015
20.0,4.8,Windy,Medium ,1.0,0.0,No ,18,16822.155609317255,1130
39.0,4.9,Fog,Medium ,0.0,1.0,Yes ,45,16902.806732498033,1140
37.0,4.1,Fog,Low ,2.0,1.0,No ,31,14021.75080337712,1350
31.0,5.0,Stormy,Low ,1.0,0.0,No ,25,1529.3087736834532,555
21.0,4.5,Windy,High ,1.0,1.0,No ,22,3105.268883133742,670
38.0,3.7,Sandstorms,Medium ,1.0,1.0,No ,39,13406.000552536867,1065
33.0,4.8,Sandstorms,Jam ,1.0,1.0,No ,29,17073.95729139767,1230
27.0,4.9,Cloudy,Medium ,1.0,1.0,No ,31,16787.644794386768,1105
33.0,4.5,Stormy,Low ,0.0,1.0,No ,28,3116.128490575321,615
35.0,4.6,Fog,Jam ,2.0,1.0,No ,25,7660.3484891509725,1295
30.0,4.7,Cloudy,Low ,2.0,1.0,No ,17,1513.767561788863,515
28.0,4.5,Sandstorms,Low ,0.0,1.0,No ,22,19976.095320024397,1340
39.0,4.7,Fog,High ,2.0,2.0,No ,39,1532.022774064172,680
31.0,4.9,Fog,High ,1.0,1.0,No ,25,1520.3728379727393,705
36.0,4.8,Cloudy,Low ,1.0,1.0,No ,18,1558.0841994904558,515
29.0,4.5,Stormy,Jam ,2.0,1.0,No ,28,10866.202682035913,1285
20.0,4.2,Sunny,High ,0.0,2.0,Yes ,46,6122.094799492641,765
29.0,4.2,Stormy,Medium ,0.0,1.0,No ,32,19659.414837288296,1070
29.0,4.6,Sunny,Jam ,2.0,1.0,No ,11,14152.80068944862,1175
29.0,4.2,Cloudy,Jam ,2.0,3.0,No ,44,16384.366809227613,1180
23.0,4.7,Stormy,Jam ,0.0,1.0,No ,34,12161.069532201358,1170
34.0,4.8,Sandstorms,Medium ,0.0,1.0,No ,32,7772.241719523235,1045
25.0,4.9,Sunny,Medium ,0.0,1.0,No ,23,10721.987300671117,1105
20.0,4.7,Windy,Low ,2.0,1.0,No ,17,1552.587981794714,660
37.0,4.5,Fog,Low ,1.0,1.0,No ,31,10707.144604562081,1405
33.0,4.7,Sunny,Jam ,1.0,0.0,No ,26,16384.351156454093,1165
28.0,4.6,Sunny,Jam ,2.0,1.0,No ,15,10880.887117732282,1315
20.0,4.1,Sunny,Jam ,0.0,0.0,No ,33,20851.771383105144,1150
23.0,4.8,Sunny,Low ,2.0,1.0,No ,23,7762.480218802449,1410
33.0,5.0,Fog,Medium ,1.0,0.0,No ,15,6210.106489026998,955
39.0,4.8,Sunny,Low ,1.0,1.0,No ,29,19877.58403140865,1340
20.0,4.7,Windy,Low ,1.0,0.0,No ,19,10602.164852302121,1360
25.0,4.9,Cloudy,Low ,0.0,0.0,No ,21,16852.24197264578,1330
23.0,4.6,Stormy,Low ,2.0,0.0,No ,10,12292.885177860324,1340
35.0,4.6,Stormy,Medium ,1.0,0.0,No ,30,20286.87664533693,1080
35.0,5.0,Cloudy,Low ,0.0,2.0,No ,39,20253.04812543042,1400
36.0,4.9,Fog,Jam ,1.0,2.0,No ,43,17076.7871164594,1170
25.0,4.6,Sunny,Jam ,2.0,1.0,No ,21,16411.87748242431,1165
20.0,4.6,Sandstorms,Jam ,0.0,1.0,No ,32,13766.116995711349,1215
23.0,4.5,Sandstorms,Low ,1.0,0.0,No ,14,16852.08641567295,1360
25.0,4.9,Sunny,Low ,0.0,1.0,No ,29,12162.012260678955,1335
31.0,4.6,Sandstorms,Low ,1.0,1.0,No ,21,17097.99793130139,1375
33.0,4.9,Sunny,Medium ,0.0,1.0,No ,26,5958.831946914463,910
29.0,4.9,Stormy,Low ,1.0,1.0,No ,11,12580.267822400963,1370
27.0,4.5,Windy,Jam ,0.0,1.0,No ,30,19624.936204861937,1295
20.0,4.6,Sandstorms,Medium ,1.0,1.0,No ,24,4631.614484187938,1030
24.0,4.9,Sunny,Jam ,1.0,1.0,No ,19,4527.9972125744,1210
27.0,4.9,Sunny,Jam ,1.0,0.0,No ,20,10866.71605798691,1295
34.0,4.3,Sunny,Jam ,0.0,2.0,Yes ,40,12351.118717304611,1225
24.0,4.9,Cloudy,Medium ,0.0,2.0,No ,41,12239.035527316306,1060
37.0,4.8,Fog,Medium ,0.0,2.0,No ,37,16601.046189403376,1110
23.0,4.7,Sandstorms,Low ,2.0,0.0,No ,12,10641.05130998624,1340
29.0,4.6,Cloudy,Jam ,2.0,1.0,No ,30,9055.855161965923,1260
24.0,4.4,Cloudy,Medium ,1.0,0.0,No ,39,16635.518179509836,1035
35.0,4.7,Stormy,Jam ,1.0,1.0,No ,28,12580.267822400963,1285
23.0,4.1,Stormy,Medium ,0.0,1.0,No ,33,13789.066440485813,1055
25.0,4.6,Fog,Medium ,0.0,1.0,No ,36,10565.128845647761,1120
30.0,4.8,Cloudy,Medium ,2.0,1.0,No ,35,12072.385194581402,1075
38.0,4.6,Sandstorms,Low ,1.0,1.0,No ,22,4657.579589646204,1360
34.0,4.8,Sunny,Jam ,1.0,1.0,No ,24,17078.02907027328,1160
31.0,4.4,Stormy,Low ,0.0,1.0,No ,28,1512.5158890828318,585
38.0,4.8,Sunny,Medium ,2.0,0.0,No ,28,10808.376827928514,1045
29.0,4.8,Stormy,Medium ,1.0,1.0,No ,25,9157.664297604244,1100
20.0,5.0,Cloudy,Jam ,0.0,1.0,No ,42,19889.97830374344,1200
35.0,4.6,Fog,Medium ,2.0,0.0,No ,15,7790.401360105751,1120
30.0,4.8,Sandstorms,High ,1.0,0.0,No ,26,1572.533729286321,715
29.0,4.7,Sunny,Low ,1.0,0.0,No ,22,1520.3447277401049,625
29.0,4.7,Windy,Low ,1.0,1.0,No ,13,10808.568764939891,1345
23.0,4.6,Sandstorms,Medium ,2.0,1.0,No ,21,6210.060323088704,915
31.0,4.8,Sandstorms,Medium ,1.0,0.0,No ,25,4663.566689152146,1065
39.0,4.4,Fog,Low ,1.0,2.0,No ,36,10867.138302160432,1425
22.0,4.9,Windy,High ,2.0,0.0,No ,14,6175.7047319085905,730
35.0,4.6,Windy,Low ,1.0,1.0,No ,21,9075.423573606575,1435
36.0,4.8,Sandstorms,Jam ,0.0,2.0,Yes ,52,19760.898399403777,1285
30.0,4.4,Fog,Jam ,1.0,1.0,No ,33,9074.821802568853,1185
36.0,4.4,Stormy,Jam ,2.0,2.0,No ,41,12116.939023592711,1305
31.0,4.4,Windy,Low ,0.0,1.0,No ,21,9059.783744525319,1420
20.0,4.6,Cloudy,Medium ,0.0,1.0,No ,23,6210.607623190057,950
27.0,4.9,Fog,Low ,1.0,1.0,No ,18,3025.3447684079183,550
20.0,4.0,Windy,Low ,0.0,1.0,No ,18,1552.216563717113,660
24.0,4.6,Cloudy,Medium ,1.0,1.0,No ,26,10711.191521545717,1135
31.0,3.2,Sunny,Low ,0.0,1.0,No ,32,11936.634394624863,1420
28.0,4.7,Cloudy,Low ,0.0,0.0,No ,18,9121.036990826917,0
27.0,4.7,Windy,Low ,1.0,1.0,No ,19,10602.164852302121,1425
30.0,4.3,Sandstorms,Medium ,0.0,2.0,No ,42,10906.414500350793,1030
22.0,4.6,Fog,Low ,2.0,0.0,No ,18,9220.581826479669,1390
28.0,4.2,Stormy,Low ,0.0,1.0,No ,22,9157.620842369019,0
23.0,4.9,Stormy,Low ,1.0,0.0,No ,19,9055.855161965923,1375
20.0,4.9,Fog,Medium ,0.0,0.0,No ,22,6119.039466469952,920
39.0,4.9,Fog,Low ,0.0,1.0,No ,22,1529.1627660296322,615
32.0,4.8,Fog,Jam ,0.0,1.0,No ,42,12256.68734259227,1215
22.0,4.8,Sandstorms,Jam ,1.0,0.0,No ,15,4541.149754386511,1260
38.0,4.5,Windy,Medium ,2.0,1.0,No ,28,9313.614929815012,1105
23.0,4.9,Cloudy,Jam ,0.0,2.0,No ,43,10586.595268060286,1210
20.0,4.6,Windy,Low ,1.0,1.0,No ,16,1552.7615060238593,565
20.0,4.5,Stormy,Low ,2.0,0.0,No ,14,12580.267822400963,1350
31.0,4.4,Windy,Jam ,2.0,1.0,No ,40,10602.589325657691,1270
34.0,4.6,Fog,High ,2.0,1.0,No ,25,3116.20371432348,685
30.0,4.0,Sandstorms,High ,1.0,1.0,No ,31,6147.106622705506,805
34.0,4.1,Windy,Jam ,0.0,1.0,No ,39,16635.451215537916,1235
24.0,4.2,Sandstorms,Jam ,0.0,1.0,No ,39,17297.86575291325,1285
22.0,4.9,Windy,Low ,0.0,1.0,No ,15,13682.048188061888,1390
24.0,5.0,Cloudy,High ,0.0,0.0,No ,25,6118.745338337485,780
21.0,4.9,Stormy,Medium ,2.0,1.0,No ,19,14152.80068944862,1030
29.0,4.5,Fog,Jam ,0.0,0.0,No ,45,16659.974055073304,1250
33.0,4.9,Sunny,Jam ,0.0,1.0,No ,26,12417.115998944011,1235
23.0,4.9,Cloudy,High ,2.0,1.0,No ,28,6209.089325963786,820
28.0,5.0,Sunny,Jam ,2.0,1.0,No ,17,7659.687719505771,1230
37.0,4.8,Fog,Jam ,0.0,1.0,No ,40,12233.23999505325,1320
23.0,4.9,Stormy,Medium ,2.0,1.0,No ,15,12434.913132379244,1040
20.0,4.6,Cloudy,Medium ,0.0,0.0,No ,23,9326.616348118743,1100
25.0,4.6,Fog,Jam ,0.0,0.0,No ,46,10868.240116750805,1185
34.0,4.0,Stormy,Low ,0.0,1.0,No ,22,1552.6968797445754,635
34.0,4.9,Windy,Medium ,1.0,1.0,No ,25,6209.259882041872,975
35.0,4.9,Fog,Jam ,1.0,1.0,No ,37,13612.451541411558,1300
29.0,3.3,Sunny,Low ,2.0,1.0,No ,41,13968.990746015168,1400
38.0,4.8,Windy,Medium ,2.0,1.0,No ,29,9088.08409216426,1105
31.0,4.5,Windy,Low ,1.0,0.0,No ,27,10704.238934519315,1370
36.0,4.3,Stormy,Medium ,1.0,0.0,No ,34,19975.808791439344,1050
27.0,4.7,Cloudy,Low ,0.0,1.0,No ,24,19883.251553020396,1330
36.0,4.6,Sandstorms,Low ,2.0,1.0,No ,27,16601.240146481177,1395
29.0,5.0,Sandstorms,Medium ,2.0,1.0,No ,23,16384.574278446482,1060
23.0,4.7,Windy,Jam ,0.0,1.0,No ,28,20851.598740135785,1195
31.0,3.5,Sandstorms,Jam ,1.0,1.0,Yes ,41,10906.324615073057,1165
38.0,4.9,Sandstorms,Low ,2.0,1.0,No ,24,2979.4969556315395,490
24.0,4.8,Cloudy,High ,0.0,1.0,No ,23,6209.021101535612,745
34.0,4.9,Sunny,Jam ,0.0,1.0,No ,26,9348.206267361391,1170
25.0,4.9,Stormy,Medium ,1.0,0.0,No ,22,13829.770499572289,1130
39.0,4.7,Stormy,Low ,2.0,1.0,No ,24,17297.86575291325,1405
25.0,4.8,Fog,Low ,0.0,1.0,No ,24,4588.321086013582,1330
31.0,4.1,Windy,Medium ,0.0,1.0,No ,35,6232.373004507649,970
23.0,4.1,Fog,High ,1.0,1.0,No ,32,5958.756242189326,795
23.0,5.0,Fog,Jam ,2.0,0.0,No ,30,10867.286735130128,1315
22.0,4.5,Windy,Medium ,0.0,0.0,No ,20,9077.679565695691,1040
29.0,4.5,Sandstorms,Low ,1.0,0.0,No ,16,1520.455689583788,500
20.0,4.7,Stormy,Jam ,2.0,1.0,No ,25,12074.063090452919,1225
26.0,5.0,Cloudy,Low ,1.0,0.0,No ,29,19762.382255532906,1375
21.0,4.8,Sandstorms,High ,2.0,1.0,No ,17,1489.7806686912982,685
29.0,4.9,Fog,Low ,1.0,1.0,No ,18,1572.533729286321,515
22.0,4.9,Windy,Jam ,1.0,1.0,No ,28,20506.907204759107,1165
29.0,4.9,Windy,Jam ,1.0,1.0,No ,13,4596.951629499114,1275
23.0,4.1,Stormy,Low ,0.0,1.0,No ,26,7762.596264580148,1355
31.0,4.2,Fog,Jam ,2.0,0.0,No ,40,10757.204708670502,1300
36.0,4.7,Cloudy,Low ,0.0,1.0,No ,26,4560.926278066122,1375
29.0,4.7,Cloudy,High ,2.0,0.0,No ,21,1552.5722988574742,720
36.0,4.2,Cloudy,High ,1.0,0.0,No ,39,3121.052559744621,710
29.0,4.7,Cloudy,Medium ,1.0,1.0,No ,13,7660.957436559021,1135
